comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.38          214                1                  256       1         0         4         36864       0           0           0.086188     NA          0.213850          0.339300            0.339299           0.69                 433           81
1.50          213                1                  256       1         0         4         36864       0           1           .011551      NA          .043037           .068373             .068373            1.50                 213           99
1.41          214                1                  256       1         0         4         36864       1           0           0.058060     0.122721    0.047303          0.199303            0.199301           0.72                 505           76
1.67          215                1                  256       1         0         4         36864       1           1           .011149      0.140252    .029307           .041070             .041070            1.67                 215           99
1.35          213                1                  256       1         0         4         40960       0           0           0.094313     NA          0.275531          0.390308            0.390307           0.76                 481           85
1.67          214                1                  256       1         0         4         40960       0           1           .013543      NA          .047291           .073918             .073918            1.67                 214           99
1.50          214                1                  256       1         0         4         40960       1           0           0.086728     0.199146    0.075418          0.226830            0.226829           0.93                 561           81
1.60          215                1                  256       1         0         4         40960       1           1           .013420      0.144182    .032660           .046026             .046026            1.60                 215           99
1.43          213                1                  512       1         0         4         4096        0           0           0.008452     NA          0.035803          0.078282            0.078281           0.16                 99            55
1.44          212                1                  512       1         0         4         4096        0           1           .001958      NA          .011750           .017927             .017926            1.44                 212           99
1.62          214                1                  512       1         0         4         4096        1           0           0.008708     0.018583    0.010050          0.043031            0.043030           0.16                 115           62
1.64          215                1                  512       1         0         4         4096        1           1           .001634      0.022770    .005240           .011464             .011464            1.64                 215           99
1.42          214                1                  512       1         0         4         8192        0           0           0.026694     NA          0.095619          0.142469            0.142467           0.29                 194           82
1.62          214                1                  512       1         0         4         8192        0           1           .003642      NA          .016793           .032056             .032056            1.62                 214           100
1.38          215                1                  512       1         0         4         8192        1           0           0.026257     0.056084    0.019717          0.084327            0.084326           0.34                 226           77
1.48          215                1                  512       1         0         4         8192        1           1           .003475      0.139154    .011076           .019663             .019662            1.48                 215           100
1.46          213                1                  512       1         0         4         12288       0           0           0.041822     NA          0.137816          0.229090            0.229089           0.46                 290           80
1.62          213                1                  512       1         0         4         12288       0           1           .005699      NA          .026399           .040862             .040862            1.62                 213           99
1.50          215                1                  512       1         0         4         12288       1           0           0.031094     0.072843    0.029721          0.130940            0.130938           0.50                 338           74
1.61          215                1                  512       1         0         4         12288       1           1           .006001      0.079255    .018973           .026391             .026391            1.61                 215           99
1.62          213                1                  512       1         0         4         16384       0           0           0.055566     NA          0.186573          0.264463            0.264462           0.57                 385           85
1.63          213                1                  512       1         0         4         16384       0           1           .007422      NA          .033213           .058060             .058060            1.63                 213           99
1.50          214                1                  512       1         0         4         16384       1           0           0.033385     0.085958    0.033827          0.176478            0.176478           0.65                 449           69
1.78          214                1                  512       1         0         4         16384       1           1           .007422      0.107739    .023524           .036689             .036688            1.78                 214           99
1.46          213                1                  512       1         0         4         20480       0           0           0.045057     NA          0.179162          0.296401            0.296401           0.61                 481           80
1.49          213                1                  512       1         0         4         20480       0           1           .009069      NA          .042882           .064214             .064214            1.49                 213           100
1.70          215                1                  512       1         0         4         20480       1           0           0.040921     0.109060    0.042511          0.201353            0.201352           0.79                 561           69
1.52          215                1                  512       1         0         4         20480       1           1           .009235      0.110913    .027565           .037024             .037024            1.52                 215           99
1.47          213                1                  512       1         0         4         24576       0           0           0.083454     NA          0.293333          0.418743            0.418742           0.88                 576           84
1.61          213                1                  512       1         0         4         24576       0           1           .010781      NA          .050875           .075697             .075696            1.61                 213           99
1.37          214                1                  512       1         0         4         24576       1           0           0.078494     0.184625    0.070450          0.232470            0.232468           0.99                 672           82
1.50          214                1                  512       1         0         4         24576       1           1           .010656      0.309534    .032843           .046374             .046374            1.50                 214           99
1.51          213                1                  512       1         0         4         28672       0           0           0.061927     NA          0.274989          0.447529            0.447528           0.95                 672           71
1.43          214                1                  512       1         0         4         28672       0           1           .013948      NA          .059917           .095375             .095375            1.43                 214           99
1.52          214                1                  512       1         0         4         28672       1           0           0.091046     0.230214    0.081184          0.268051            0.268049           1.18                 784           81
1.77          214                1                  512       1         0         4         28672       1           1           .012774      0.164258    .038305           .053065             .053065            1.77                 214           99
1.68          213                1                  512       1         0         4         32768       0           0           0.071484     NA          0.298848          0.463080            0.463079           1.04                 767           78
1.67          212                1                  512       1         0         4         32768       0           1           .014557      NA          .063868           .098122             .098122            1.67                 212           99
1.48          214                1                  512       1         0         4         32768       1           0           0.067414     0.166351    0.077554          0.266145            0.266144           0.99                 895           77
1.61          214                1                  512       1         0         4         32768       1           1           .014420      0.176834    .042523           .056543             .056543            1.61                 214           100
1.46          213                1                  512       1         0         4         36864       0           0           0.125529     NA          0.338822          0.546132            0.546131           1.22                 863           83
1.47          214                1                  512       1         0         4         36864       0           1           .017646      NA          .077844           .115879             .115879            1.47                 214           99
1.39          215                1                  512       1         0         4         36864       1           0           0.119657     0.242792    0.098706          0.327861            0.327859           1.42                 1007          81
1.62          215                1                  512       1         0         4         36864       1           1           .015291      0.228629    .044938           .061150             .061150            1.62                 215           99
1.76          214                1                  512       1         0         4         40960       0           0           0.137925     NA          0.387750          0.590184            0.590183           1.34                 958           84
1.35          214                1                  512       1         0         4         40960       0           1           .017515      NA          .077073           .122704             .122704            1.35                 214           99
1.38          213                1                  512       1         0         4         40960       1           0           0.084159     0.207422    0.083590          0.327406            0.327405           1.32                 1118          78
1.66          215                1                  512       1         0         4         40960       1           1           .018594      0.230884    .052536           .072993             .072993            1.66                 215           100
